iso2c,country,year,gdp_percap,child_mortal,fertil_rate,iso3c,region,capital,longitude,latitude,income,lending
AG,Antigua and Barbuda,1991,11076.323122416,24.2,2.073,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2000,14901.6486537537,15.5,2.316,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2007,22843.6715531723,11.3,2.183,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1995,12012.5202379984,19.7,2.208,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2006,20603.615975105,11.8,2.203,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1994,12629.4123719517,20.8,2.166,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2001,14199.0523851433,14.8,2.305,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2003,15368.7340557982,13.5,2.268,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1990,10587.2525761003,25.5,2.061,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2010,18760.6333661396,9.9,2.13,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2005,17928.4670839155,12.4,2.224,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2011,18602.4253576176,9.5,2.115,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2009,20168.3663886622,10.4,2.146,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1999,14028.6354663998,16.2,2.316,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2012,19457.0414600081,9.1,2.102,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1993,11887.5197440175,21.9,2.128,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1997,13247.1480741941,17.9,2.281,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2004,16526.5268582824,12.9,2.246,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1992,11272.4624291794,23.1,2.096,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2002,14369.5929960844,14.1,2.288,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1996,12693.3145801318,18.8,2.248,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,2008,23026.4552105116,10.9,2.164,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AG,Antigua and Barbuda,1998,13653.5425653436,17,2.304,ATG,Latin America & Caribbean,Saint John's,-61.8456,17.1175,Upper middle income,IBRD
AL,Albania,2000,4026.53742165438,26.2,2.157,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2003,5114.78477868487,22.5,1.897,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1998,3208.95777292087,28.9,2.334,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1996,3109.18349826519,31.8,2.507,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1997,2837.35150385485,30.3,2.422,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2012,10526.248327766,15.5,1.685,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1995,2781.41398865458,33.2,2.591,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2004,5524.92166084436,21.5,1.821,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2011,10207.7006744902,16,1.668,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1994,2389.94694515136,34.6,2.672,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2006,6634.77922229419,19.5,1.703,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2001,4463.63298574571,24.9,2.068,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1992,1902.28638292559,37.3,2.829,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1990,2721.61521196936,40.6,2.978,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2010,9646.61572668359,16.6,1.653,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2007,7289.63236647454,18.7,1.668,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1991,1992.07368813749,38.8,2.905,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1999,3690.6887286804,27.5,2.246,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2002,4754.67585643877,23.6,1.981,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,1993,2147.57511154929,36,2.751,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2008,8228.35742830833,17.9,1.65,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2009,8823.80298377688,17.3,1.646,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AL,Albania,2005,5942.87008309141,20.5,1.754,ALB,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
AM,Armenia,1992,1350.10825132977,45.2,2.4,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2008,7260.96875587368,20,1.706,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,1990,2418.86092635283,49.8,2.544,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,1991,2227.66945592516,47.5,2.484,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2002,3020.4539866883,27.3,1.637,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,1998,2015.10557492605,33.3,1.747,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2005,4769.48900409301,23.4,1.681,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2003,3531.96864291305,25.9,1.648,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2011,7022.10394338388,17.2,1.68,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2007,6605.21669618151,21.1,1.702,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2012,7649.49140943212,16.3,1.664,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2000,2318.23807348524,30.1,1.648,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2001,2613.78456707536,28.7,1.635,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,1997,1843.37854465206,35,1.832,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,1994,1422.70977569021,40.8,2.179,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2004,4031.9472042658,24.6,1.665,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2006,5607.6458691567,22.2,1.694,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2009,6323.57833605451,19,1.703,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,1993,1290.47311465326,42.9,2.297,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,1995,1584.60046970289,38.7,2.056,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,1996,1734.65530226984,36.8,1.938,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,2010,6567.25858179835,18,1.693,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AM,Armenia,1999,2126.91516907334,31.7,1.685,ARM,Europe & Central Asia,Yerevan,44.509,40.1596,Lower middle income,Blend
AO,Angola,2007,5128.36125339137,196.4,6.368,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1990,2840.20076315583,226,7.247,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2006,4222.66303265405,200.5,6.42,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2005,3516.40265774144,203.9,6.465,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2002,2620.88901186581,211.7,6.568,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1993,1932.80403070552,225.8,7.063,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1991,2811.28712551309,225.9,7.193,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2012,6109.13661230635,172.2,6,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1995,2162.91720334849,224.8,6.922,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1996,2380.13283783075,224,6.854,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2003,2715.9434412314,209.2,6.536,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1992,2591.3262764243,226,7.13,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2001,2870.03671445479,214.1,6.602,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2000,2781.25814006965,216.7,6.639,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2004,2985.59858539211,206.7,6.502,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1999,2721.15555872729,218.9,6.683,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1998,2670.6200295541,220.8,6.734,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2008,5743.11004757119,192,6.307,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2009,5718.69440789557,187.3,6.238,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1997,2541.71249753358,222.6,6.791,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2010,5775.864013056,182.5,6.162,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,2011,5911.25433387322,177.3,6.082,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AO,Angola,1994,1978.43803181514,225.5,6.992,AGO,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IDA
AR,Argentina,1999,11769.1499747988,20.8,2.589,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2005,13817.7140737884,17.1,2.452,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2006,15227.5124961234,16.4,2.432,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2008,17711.4417867571,15.4,2.396,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2007,16865.5447595212,15.8,2.413,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2000,11810.0613643332,20.2,2.561,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2004,12430.7137249452,17.9,2.474,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1990,6990.5540452718,27.6,2.989,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2002,10217.2730997834,19.2,2.516,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1991,8024.5923535332,26.6,2.954,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1992,9061.6455871977,25.7,2.913,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1994,10342.4762422745,24.1,2.815,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2009,16618.1208523782,15,2.382,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1995,10129.7777926836,23.4,2.762,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1996,10754.198418916,22.7,2.711,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2010,18333.5436985461,14.6,2.37,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2001,11419.0588662652,19.7,2.537,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1998,12132.5103928877,21.4,2.623,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2011,19629.3518451916,14.2,2.358,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2003,11217.5719276888,18.6,2.495,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1993,9693.96727918434,24.8,2.866,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,2012,19579.0064837139,13.8,2.347,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AR,Argentina,1997,11688.7464014871,22,2.664,ARG,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
AS,American Samoa,2010,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1996,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1994,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2005,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1997,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1995,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2004,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2009,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1990,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2007,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1999,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2003,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1998,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2011,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1993,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2008,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2006,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1991,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,1992,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2012,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2000,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2001,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AS,American Samoa,2002,,,,ASM,East Asia & Pacific,Pago Pago,-170.691,-14.2846,Upper middle income,Not classified
AT,Austria,2002,31119.209993289,5.3,1.39,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
AT,Austria,1994,22540.043350281,7.4,1.47,AUT,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
